City,Country,Procedure,Clinic_Name,Address,Phone,Email,Website,Price_USD_Low,Price_USD_High,Currency,Special_Notes,Certifications,Year_Established,Procedures_Per_Year,Success_Rate,Languages,Package_Includes
Madrid,Spain,Brazilian Butt Lift (BBL),Clinica Menorca Madrid,"Calle de Menorca 14, Madrid",+34 91 573 4000,info@clinicamenorca.com,https://www.clinicamenorca.com,5500,9000,USD,"Board-certified plastic surgeons, EU standards",,1999,,,"English, Spanish","Surgery, hospital stay, aftercare"
Madrid,Spain,Breast Augmentation,Clinica Menorca Madrid,"Calle de Menorca 14, Madrid",+34 91 573 4000,info@clinicamenorca.com,https://www.clinicamenorca.com,4500,7500,USD,"Motiva & Allergan implants, experienced surgeons",,1999,,,"English, Spanish","Surgery, implants, hospital stay"
Madrid,Spain,Dental Implant,Dental Clinica Madrid,"Gran Via, Madrid",+34 91 521 6789,info@dentalclinicamadrid.es,https://www.dentalclinicamadrid.es,1200,2200,USD,"Modern dental center, EU-certified implants",,2005,,,"English, Spanish","Implant, crown, X-rays"
Madrid,Spain,Dental Veneers (Full Mouth),Dental Clinica Madrid,"Gran Via, Madrid",+34 91 521 6789,info@dentalclinicamadrid.es,https://www.dentalclinicamadrid.es,4000,8000,USD,"E-max & zirconia veneers, digital design",,2005,,,"English, Spanish","Veneers, design, temporaries"
Madrid,Spain,Facelift,Clinica Menorca Madrid,"Calle de Menorca 14, Madrid",+34 91 573 4000,info@clinicamenorca.com,https://www.clinicamenorca.com,5000,9000,USD,"SMAS facelift, board-certified surgeons",,1999,,,"English, Spanish","Surgery, hospital stay, aftercare"
Madrid,Spain,Gastric Bypass,Hospital Universitario Ruber Internacional,"Calle de la Masó 38, Madrid",+34 91 387 5050,info@ruberinternacional.es,https://www.ruberinternacional.es,8000,13000,USD,"Comprehensive bariatric program, EU standards",,1943,,,"English, Spanish","Surgery, hospital stay, dietitian, follow-up"
Madrid,Spain,Hair Transplant,Madrid Hair Studio,"Salamanca, Madrid",+34 91 431 5678,info@madridhairstudio.es,https://www.madridhairstudio.es,3500,6500,USD,"FUE & DHI techniques, experienced team",,2011,,,"English, Spanish","Surgery, medications, aftercare"
Madrid,Spain,Hip Replacement,Hospital Universitario Ruber Internacional,"Calle de la Masó 38, Madrid",+34 91 387 5050,info@ruberinternacional.es,https://www.ruberinternacional.es,10000,16000,USD,"Modern orthopedic department, EU standards",,1943,,,"English, Spanish","Surgery, implant, hospital stay, physiotherapy"
Madrid,Spain,IVF,IVI Madrid,"Avenida del Talgo 68, Madrid",+34 91 180 2900,info@ivi.es,https://www.ivi.es,4500,7500,USD,"World's largest fertility network, pioneer in reproductive medicine",,1990,10000+,50%,"English, Spanish, French, German","IVF cycle, medications, monitoring, transfer"
Madrid,Spain,Knee Replacement,Hospital Universitario Ruber Internacional,"Calle de la Masó 38, Madrid",+34 91 387 5050,info@ruberinternacional.es,https://www.ruberinternacional.es,9000,15000,USD,"Advanced orthopedic center, robotic-assisted options",,1943,,,"English, Spanish","Surgery, implant, hospital stay, physiotherapy"
Madrid,Spain,LASIK,Clinica Baviera Madrid,"Paseo de la Castellana 20, Madrid",+34 91 781 2020,info@clinicabaviera.com,https://www.clinicabaviera.com,1500,2500,USD,Europe's leading laser eye surgery chain,,1992,100000+,,"English, Spanish","Both eyes, pre/post-op exams"
Madrid,Spain,Liposuction,Clinica Menorca Madrid,"Calle de Menorca 14, Madrid",+34 91 573 4000,info@clinicamenorca.com,https://www.clinicamenorca.com,2500,4500,USD,"VASER lipo, experienced plastic surgeons",,1999,,,"English, Spanish","Surgery, garments, aftercare"
Madrid,Spain,Rhinoplasty,Clinica Menorca Madrid,"Calle de Menorca 14, Madrid",+34 91 573 4000,info@clinicamenorca.com,https://www.clinicamenorca.com,3500,6000,USD,"Open & closed rhinoplasty, EU standards",,1999,,,"English, Spanish","Surgery, hospital stay, aftercare"
Madrid,Spain,Tummy Tuck,Clinica Menorca Madrid,"Calle de Menorca 14, Madrid",+34 91 573 4000,info@clinicamenorca.com,https://www.clinicamenorca.com,4000,7000,USD,"Full abdominoplasty, experienced surgeons",,1999,,,"English, Spanish","Surgery, hospital stay, garments"
Oslo,Norway,Botox,Aleris Hospital Oslo,"Fredrik Stangs gate 11-13, Oslo",+47 22 54 10 00,info@aleris.no,https://www.aleris.no,350,700,USD,Leading private hospital chain in Scandinavia,,1985,,,"English, Norwegian","Procedure, consultation"
Oslo,Norway,Colonoscopy,Aleris Hospital Oslo,"Fredrik Stangs gate 11-13, Oslo",+47 22 54 10 00,info@aleris.no,https://www.aleris.no,600,1200,USD,"Modern endoscopy center, short waiting times",,1985,,,"English, Norwegian","Procedure, sedation, pathology"
Oslo,Norway,Brazilian Butt Lift (BBL),Oslo Plastikkirurgi,"Bogstadveien 20, Oslo",+47 22 46 48 00,info@osloplastikk.no,https://www.osloplastikk.no,10000,16000,USD,"Board-certified plastic surgeons, Scandinavian standards",,2001,,,"English, Norwegian","Surgery, hospital stay, aftercare"
Oslo,Norway,Breast Augmentation,Oslo Plastikkirurgi,"Bogstadveien 20, Oslo",+47 22 46 48 00,info@osloplastikk.no,https://www.osloplastikk.no,8000,14000,USD,"Premium implants, experienced surgeons",,2001,,,"English, Norwegian","Surgery, implants, hospital stay"
Oslo,Norway,Dental Implant,Oslo Tannlegesenter,"Karl Johans gate, Oslo",+47 22 33 44 55,info@oslotannlege.no,https://www.oslotannlege.no,2500,4500,USD,"Straumann implants, experienced specialists",,1998,,,"English, Norwegian","Implant, crown, X-rays"
Oslo,Norway,Dental Veneers (Full Mouth),Oslo Tannlegesenter,"Karl Johans gate, Oslo",+47 22 33 44 55,info@oslotannlege.no,https://www.oslotannlege.no,8000,15000,USD,"Premium porcelain veneers, digital design",,1998,,,"English, Norwegian","Veneers, design, temporaries"
Oslo,Norway,Facelift,Oslo Plastikkirurgi,"Bogstadveien 20, Oslo",+47 22 46 48 00,info@osloplastikk.no,https://www.osloplastikk.no,9000,16000,USD,"Deep plane facelift, Scandinavian standards",,2001,,,"English, Norwegian","Surgery, hospital stay, aftercare"
Oslo,Norway,Gastric Bypass,Aleris Hospital Oslo,"Fredrik Stangs gate 11-13, Oslo",+47 22 54 10 00,info@aleris.no,https://www.aleris.no,14000,22000,USD,Comprehensive bariatric center,,1985,,,"English, Norwegian","Surgery, hospital stay, dietitian, follow-up"
Oslo,Norway,Hair Transplant,Oslo Hair Clinic,"Frogner, Oslo",+47 22 55 66 77,info@oslohairclinic.no,https://www.oslohairclinic.no,7000,14000,USD,"FUE specialist, Scandinavian expertise",,2012,,,"English, Norwegian","Surgery, medications, aftercare"
Oslo,Norway,Hip Replacement,Aleris Hospital Oslo,"Fredrik Stangs gate 11-13, Oslo",+47 22 54 10 00,info@aleris.no,https://www.aleris.no,18000,30000,USD,"Modern orthopedic center, short waiting times",,1985,,,"English, Norwegian","Surgery, implant, hospital stay, physiotherapy"
Oslo,Norway,IVF,Oslo Fertilitetsklinikk,"Majorstuen, Oslo",+47 22 95 85 00,info@oslofertilitet.no,https://www.oslofertilitet.no,8000,14000,USD,Leading Norwegian fertility center,,2005,1500+,42%,"English, Norwegian","IVF cycle, medications, monitoring, transfer"
Oslo,Norway,Knee Replacement,Aleris Hospital Oslo,"Fredrik Stangs gate 11-13, Oslo",+47 22 54 10 00,info@aleris.no,https://www.aleris.no,16000,28000,USD,"Advanced orthopedic department, fast recovery",,1985,,,"English, Norwegian","Surgery, implant, hospital stay, physiotherapy"
Oslo,Norway,LASIK,SynsLaser Oslo,"Storgata 10, Oslo",+47 22 42 82 00,info@synslaser.no,https://www.synslaser.no,2500,4500,USD,Leading Scandinavian laser eye chain,,2002,,,"English, Norwegian","Both eyes, pre/post-op exams"
Oslo,Norway,Liposuction,Oslo Plastikkirurgi,"Bogstadveien 20, Oslo",+47 22 46 48 00,info@osloplastikk.no,https://www.osloplastikk.no,4000,8000,USD,"VASER lipo, experienced surgeons",,2001,,,"English, Norwegian","Surgery, garments, aftercare"
Oslo,Norway,Rhinoplasty,Oslo Plastikkirurgi,"Bogstadveien 20, Oslo",+47 22 46 48 00,info@osloplastikk.no,https://www.osloplastikk.no,6000,11000,USD,"Rhinoplasty specialist, natural Scandinavian results",,2001,,,"English, Norwegian","Surgery, hospital stay, aftercare"
Oslo,Norway,Tummy Tuck,Oslo Plastikkirurgi,"Bogstadveien 20, Oslo",+47 22 46 48 00,info@osloplastikk.no,https://www.osloplastikk.no,7000,12000,USD,"Full abdominoplasty, Scandinavian standards",,2001,,,"English, Norwegian","Surgery, hospital stay, garments"
Seoul,South Korea,Colonoscopy,Seoul Medical Diagnostics,"Seoul, South Korea",,,,300,700,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Colonoscopy,Ho Chi Minh City Medical Diagnostics,"Ho Chi Minh City, Vietnam",,,,150,400,USD,,,,,,English,
Delhi,India,Colonoscopy,Delhi Medical Diagnostics,"Delhi, India",,,,180,380,USD,,,,,,English,
Mexico City,Mexico,Colonoscopy,Mexico City Medical Diagnostics,"Mexico City, Mexico",,,,200,450,USD,,,,,,English,
Medellín,Colombia,Colonoscopy,Medellín Medical Diagnostics,"Medellín, Colombia",,,,180,420,USD,,,,,,English,
Bogotá,Colombia,Colonoscopy,Bogotá Medical Diagnostics,"Bogotá, Colombia",,,,180,430,USD,,,,,,English,
Prague,Czech Republic,Colonoscopy,Prague Medical Diagnostics,"Prague, Czech Republic",,,,280,550,USD,,,,,,English,
Budapest,Hungary,Colonoscopy,Budapest Medical Diagnostics,"Budapest, Hungary",,,,260,520,USD,,,,,,English,
Warsaw,Poland,Colonoscopy,Warsaw Medical Diagnostics,"Warsaw, Poland",,,,280,560,USD,,,,,,English,
Tokyo,Japan,Colonoscopy,Tokyo Medical Diagnostics,"Tokyo, Japan",,,,300,650,USD,,,,,,English,
Barcelona,Spain,Colonoscopy,Barcelona Medical Diagnostics,"Barcelona, Spain",,,,300,600,USD,,,,,,English,
London,UK,Colonoscopy,London Medical Diagnostics,"London, UK",,,,400,800,USD,,,,,,English,
Paris,France,Colonoscopy,Paris Medical Diagnostics,"Paris, France",,,,380,750,USD,,,,,,English,
Los Angeles,USA,Colonoscopy,Los Angeles Medical Diagnostics,"Los Angeles, USA",,,,800,1500,USD,,,,,,English,
New York City,USA,Colonoscopy,New York City Medical Diagnostics,"New York City, USA",,,,850,1600,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Rhinoplasty,Ho Chi Minh City Plastic Surgery Center,"Ho Chi Minh City, Vietnam",,,,1800,4500,USD,,,,,,English,
Kuala Lumpur,Malaysia,Rhinoplasty,Kuala Lumpur Plastic Surgery Center,"Kuala Lumpur, Malaysia",,,,2500,5500,USD,,,,,,English,
Delhi,India,Rhinoplasty,Delhi Plastic Surgery Center,"Delhi, India",,,,2000,4500,USD,,,,,,English,
Mumbai,India,Rhinoplasty,Mumbai Plastic Surgery Center,"Mumbai, India",,,,2200,4800,USD,,,,,,English,
Medellín,Colombia,Rhinoplasty,Medellín Plastic Surgery Center,"Medellín, Colombia",,,,2500,6000,USD,,,,,,English,
Bogotá,Colombia,Rhinoplasty,Bogotá Plastic Surgery Center,"Bogotá, Colombia",,,,2600,6200,USD,,,,,,English,
Prague,Czech Rep.,Rhinoplasty,Prague Plastic Surgery Center,"Prague, Czech Rep.",,,,3500,8000,USD,,,,,,English,
Budapest,Hungary,Rhinoplasty,Budapest Plastic Surgery Center,"Budapest, Hungary",,,,3000,7000,USD,,,,,,English,
Warsaw,Poland,Rhinoplasty,Warsaw Plastic Surgery Center,"Warsaw, Poland",,,,3200,7500,USD,,,,,,English,
Tokyo,Japan,Rhinoplasty,Tokyo Plastic Surgery Center,"Tokyo, Japan",,,,5000,10000,USD,,,,,,English,
Barcelona,Spain,Rhinoplasty,Barcelona Plastic Surgery Center,"Barcelona, Spain",,,,4000,8500,USD,,,,,,English,
London,UK,Rhinoplasty,London Plastic Surgery Center,"London, UK",,,,6000,12000,USD,,,,,,English,
Paris,France,Rhinoplasty,Paris Plastic Surgery Center,"Paris, France",,,,5500,11000,USD,,,,,,English,
Los Angeles,USA,Rhinoplasty,Los Angeles Plastic Surgery Center,"Los Angeles, USA",,,,8000,16000,USD,,,,,,English,
New York City,USA,Rhinoplasty,New York City Plastic Surgery Center,"New York City, USA",,,,8500,17000,USD,,,,,,English,
Bangkok,Thailand,Hair Transplant (3000 grafts),Bangkok Hair Restoration Clinic,"Bangkok, Thailand",,,,2500,4500,USD,,,,,,English,
Seoul,South Korea,Hair Transplant (3000 grafts),Seoul Hair Restoration Clinic,"Seoul, South Korea",,,,4000,8000,USD,,,,,,English,
Istanbul,Turkey,Hair Transplant (3000 grafts),Istanbul Hair Restoration Clinic,"Istanbul, Turkey",,,,1800,3500,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Hair Transplant (3000 grafts),Ho Chi Minh City Hair Restoration Clinic,"Ho Chi Minh City, Vietnam",,,,1500,3200,USD,,,,,,English,
Kuala Lumpur,Malaysia,Hair Transplant (3000 grafts),Kuala Lumpur Hair Restoration Clinic,"Kuala Lumpur, Malaysia",,,,2800,4800,USD,,,,,,English,
Delhi,India,Hair Transplant (3000 grafts),Delhi Hair Restoration Clinic,"Delhi, India",,,,1500,3000,USD,,,,,,English,
Mumbai,India,Hair Transplant (3000 grafts),Mumbai Hair Restoration Clinic,"Mumbai, India",,,,1600,3200,USD,,,,,,English,
Mexico City,Mexico,Hair Transplant (3000 grafts),Mexico City Hair Restoration Clinic,"Mexico City, Mexico",,,,3000,5500,USD,,,,,,English,
Medellín,Colombia,Hair Transplant (3000 grafts),Medellín Hair Restoration Clinic,"Medellín, Colombia",,,,2500,4800,USD,,,,,,English,
Bogotá,Colombia,Hair Transplant (3000 grafts),Bogotá Hair Restoration Clinic,"Bogotá, Colombia",,,,2600,5000,USD,,,,,,English,
Prague,Czech Rep.,Hair Transplant (3000 grafts),Prague Hair Restoration Clinic,"Prague, Czech Rep.",,,,4200,8000,USD,,,,,,English,
Budapest,Hungary,Hair Transplant (3000 grafts),Budapest Hair Restoration Clinic,"Budapest, Hungary",,,,3500,6500,USD,,,,,,English,
Warsaw,Poland,Hair Transplant (3000 grafts),Warsaw Hair Restoration Clinic,"Warsaw, Poland",,,,3800,7200,USD,,,,,,English,
Dubai,UAE,Hair Transplant (3000 grafts),Dubai Hair Restoration Clinic,"Dubai, UAE",,,,6000,10000,USD,,,,,,English,
Tokyo,Japan,Hair Transplant (3000 grafts),Tokyo Hair Restoration Clinic,"Tokyo, Japan",,,,5000,9000,USD,,,,,,English,
Barcelona,Spain,Hair Transplant (3000 grafts),Barcelona Hair Restoration Clinic,"Barcelona, Spain",,,,4500,8000,USD,,,,,,English,
London,UK,Hair Transplant (3000 grafts),London Hair Restoration Clinic,"London, UK",,,,5500,10000,USD,,,,,,English,
Paris,France,Hair Transplant (3000 grafts),Paris Hair Restoration Clinic,"Paris, France",,,,5200,9500,USD,,,,,,English,
Los Angeles,USA,Hair Transplant (3000 grafts),Los Angeles Hair Restoration Clinic,"Los Angeles, USA",,,,7000,14000,USD,,,,,,English,
New York City,USA,Hair Transplant (3000 grafts),New York City Hair Restoration Clinic,"New York City, USA",,,,7500,15000,USD,,,,,,English,
Seoul,South Korea,Dental Implant,Seoul Dental Center,"Seoul, South Korea",,,,1800,3500,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Dental Implant,Ho Chi Minh City Dental Center,"Ho Chi Minh City, Vietnam",,,,700,1600,USD,,,,,,English,
Kuala Lumpur,Malaysia,Dental Implant,Kuala Lumpur Dental Center,"Kuala Lumpur, Malaysia",,,,1000,2200,USD,,,,,,English,
Delhi,India,Dental Implant,Delhi Dental Center,"Delhi, India",,,,700,1500,USD,,,,,,English,
Mumbai,India,Dental Implant,Mumbai Dental Center,"Mumbai, India",,,,750,1600,USD,,,,,,English,
Medellín,Colombia,Dental Implant,Medellín Dental Center,"Medellín, Colombia",,,,850,2100,USD,,,,,,English,
Bogotá,Colombia,Dental Implant,Bogotá Dental Center,"Bogotá, Colombia",,,,900,2200,USD,,,,,,English,
Prague,Czech Rep.,Dental Implant,Prague Dental Center,"Prague, Czech Rep.",,,,1400,2800,USD,,,,,,English,
Budapest,Hungary,Dental Implant,Budapest Dental Center,"Budapest, Hungary",,,,1200,2500,USD,,,,,,English,
Warsaw,Poland,Dental Implant,Warsaw Dental Center,"Warsaw, Poland",,,,1300,2700,USD,,,,,,English,
Dubai,UAE,Dental Implant,Dubai Dental Center,"Dubai, UAE",,,,2500,4500,USD,,,,,,English,
Tokyo,Japan,Dental Implant,Tokyo Dental Center,"Tokyo, Japan",,,,2200,4000,USD,,,,,,English,
Barcelona,Spain,Dental Implant,Barcelona Dental Center,"Barcelona, Spain",,,,1600,3200,USD,,,,,,English,
London,UK,Dental Implant,London Dental Center,"London, UK",,,,2800,5000,USD,,,,,,English,
Paris,France,Dental Implant,Paris Dental Center,"Paris, France",,,,2600,4800,USD,,,,,,English,
Los Angeles,USA,Dental Implant,Los Angeles Dental Center,"Los Angeles, USA",,,,3500,6500,USD,,,,,,English,
New York City,USA,Dental Implant,New York City Dental Center,"New York City, USA",,,,3800,7000,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Breast Augmentation,Ho Chi Minh City Plastic Surgery Center,"Ho Chi Minh City, Vietnam",,,,2800,5500,USD,,,,,,English,
Kuala Lumpur,Malaysia,Breast Augmentation,Kuala Lumpur Plastic Surgery Center,"Kuala Lumpur, Malaysia",,,,3500,6500,USD,,,,,,English,
Delhi,India,Breast Augmentation,Delhi Plastic Surgery Center,"Delhi, India",,,,3000,5500,USD,,,,,,English,
Mumbai,India,Breast Augmentation,Mumbai Plastic Surgery Center,"Mumbai, India",,,,3200,5800,USD,,,,,,English,
Medellín,Colombia,Breast Augmentation,Medellín Plastic Surgery Center,"Medellín, Colombia",,,,3500,7000,USD,,,,,,English,
Bogotá,Colombia,Breast Augmentation,Bogotá Plastic Surgery Center,"Bogotá, Colombia",,,,3600,7200,USD,,,,,,English,
Prague,Czech Rep.,Breast Augmentation,Prague Plastic Surgery Center,"Prague, Czech Rep.",,,,4500,8500,USD,,,,,,English,
Budapest,Hungary,Breast Augmentation,Budapest Plastic Surgery Center,"Budapest, Hungary",,,,4200,8000,USD,,,,,,English,
Warsaw,Poland,Breast Augmentation,Warsaw Plastic Surgery Center,"Warsaw, Poland",,,,4400,8200,USD,,,,,,English,
Tokyo,Japan,Breast Augmentation,Tokyo Plastic Surgery Center,"Tokyo, Japan",,,,6000,11000,USD,,,,,,English,
Barcelona,Spain,Breast Augmentation,Barcelona Plastic Surgery Center,"Barcelona, Spain",,,,4800,9000,USD,,,,,,English,
London,UK,Breast Augmentation,London Plastic Surgery Center,"London, UK",,,,6500,12000,USD,,,,,,English,
Paris,France,Breast Augmentation,Paris Plastic Surgery Center,"Paris, France",,,,6200,11500,USD,,,,,,English,
Los Angeles,USA,Breast Augmentation,Los Angeles Plastic Surgery Center,"Los Angeles, USA",,,,9000,16000,USD,,,,,,English,
New York City,USA,Breast Augmentation,New York City Plastic Surgery Center,"New York City, USA",,,,9500,17000,USD,,,,,,English,
Seoul,South Korea,LASIK,Seoul Vision Institute,"Seoul, South Korea",,,,1200,2500,USD,,,,,,English,
Ho Chi Minh City,Vietnam,LASIK,Ho Chi Minh City Vision Institute,"Ho Chi Minh City, Vietnam",,,,700,1500,USD,,,,,,English,
Kuala Lumpur,Malaysia,LASIK,Kuala Lumpur Vision Institute,"Kuala Lumpur, Malaysia",,,,900,1900,USD,,,,,,English,
Delhi,India,LASIK,Delhi Vision Institute,"Delhi, India",,,,700,1400,USD,,,,,,English,
Mumbai,India,LASIK,Mumbai Vision Institute,"Mumbai, India",,,,750,1500,USD,,,,,,English,
Mexico City,Mexico,LASIK,Mexico City Vision Institute,"Mexico City, Mexico",,,,900,1800,USD,,,,,,English,
Medellín,Colombia,LASIK,Medellín Vision Institute,"Medellín, Colombia",,,,850,1700,USD,,,,,,English,
Bogotá,Colombia,LASIK,Bogotá Vision Institute,"Bogotá, Colombia",,,,900,1750,USD,,,,,,English,
Prague,Czech Rep.,LASIK,Prague Vision Institute,"Prague, Czech Rep.",,,,1100,2200,USD,,,,,,English,
Budapest,Hungary,LASIK,Budapest Vision Institute,"Budapest, Hungary",,,,1000,2100,USD,,,,,,English,
Warsaw,Poland,LASIK,Warsaw Vision Institute,"Warsaw, Poland",,,,1100,2300,USD,,,,,,English,
Tokyo,Japan,LASIK,Tokyo Vision Institute,"Tokyo, Japan",,,,1800,3200,USD,,,,,,English,
Barcelona,Spain,LASIK,Barcelona Vision Institute,"Barcelona, Spain",,,,1200,2400,USD,,,,,,English,
London,UK,LASIK,London Vision Institute,"London, UK",,,,2000,4000,USD,,,,,,English,
Paris,France,LASIK,Paris Vision Institute,"Paris, France",,,,1900,3800,USD,,,,,,English,
Los Angeles,USA,LASIK,Los Angeles Vision Institute,"Los Angeles, USA",,,,3000,5000,USD,,,,,,English,
New York City,USA,LASIK,New York City Vision Institute,"New York City, USA",,,,3200,5500,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Liposuction,Ho Chi Minh City Plastic Surgery Center,"Ho Chi Minh City, Vietnam",,,,3000,5500,USD,,,,,,English,
Kuala Lumpur,Malaysia,Liposuction,Kuala Lumpur Plastic Surgery Center,"Kuala Lumpur, Malaysia",,,,3200,5800,USD,,,,,,English,
Delhi,India,Liposuction,Delhi Plastic Surgery Center,"Delhi, India",,,,2500,4500,USD,,,,,,English,
Mumbai,India,Liposuction,Mumbai Plastic Surgery Center,"Mumbai, India",,,,2800,4800,USD,,,,,,English,
Medellín,Colombia,Liposuction,Medellín Plastic Surgery Center,"Medellín, Colombia",,,,2800,5200,USD,,,,,,English,
Bogotá,Colombia,Liposuction,Bogotá Plastic Surgery Center,"Bogotá, Colombia",,,,3000,5400,USD,,,,,,English,
Prague,Czech Rep.,Liposuction,Prague Plastic Surgery Center,"Prague, Czech Rep.",,,,3500,6500,USD,,,,,,English,
Budapest,Hungary,Liposuction,Budapest Plastic Surgery Center,"Budapest, Hungary",,,,3200,6000,USD,,,,,,English,
Warsaw,Poland,Liposuction,Warsaw Plastic Surgery Center,"Warsaw, Poland",,,,3400,6200,USD,,,,,,English,
Tokyo,Japan,Liposuction,Tokyo Plastic Surgery Center,"Tokyo, Japan",,,,4500,8500,USD,,,,,,English,
Barcelona,Spain,Liposuction,Barcelona Plastic Surgery Center,"Barcelona, Spain",,,,4000,7500,USD,,,,,,English,
London,UK,Liposuction,London Plastic Surgery Center,"London, UK",,,,5500,10000,USD,,,,,,English,
Paris,France,Liposuction,Paris Plastic Surgery Center,"Paris, France",,,,5000,9500,USD,,,,,,English,
Los Angeles,USA,Liposuction,Los Angeles Plastic Surgery Center,"Los Angeles, USA",,,,7000,14000,USD,,,,,,English,
New York City,USA,Liposuction,New York City Plastic Surgery Center,"New York City, USA",,,,7500,15000,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Tummy Tuck,Ho Chi Minh City Plastic Surgery Center,"Ho Chi Minh City, Vietnam",,,,3500,6000,USD,,,,,,English,
Kuala Lumpur,Malaysia,Tummy Tuck,Kuala Lumpur Plastic Surgery Center,"Kuala Lumpur, Malaysia",,,,4000,6800,USD,,,,,,English,
Delhi,India,Tummy Tuck,Delhi Plastic Surgery Center,"Delhi, India",,,,2000,4500,USD,,,,,,English,
Mumbai,India,Tummy Tuck,Mumbai Plastic Surgery Center,"Mumbai, India",,,,2500,4500,USD,,,,,,English,
Medellín,Colombia,Tummy Tuck,Medellín Plastic Surgery Center,"Medellín, Colombia",,,,3200,5800,USD,,,,,,English,
Bogotá,Colombia,Tummy Tuck,Bogotá Plastic Surgery Center,"Bogotá, Colombia",,,,3400,6000,USD,,,,,,English,
Budapest,Hungary,Tummy Tuck,Budapest Plastic Surgery Center,"Budapest, Hungary",,,,4000,7000,USD,,,,,,English,
Warsaw,Poland,Tummy Tuck,Warsaw Plastic Surgery Center,"Warsaw, Poland",,,,4200,7200,USD,,,,,,English,
Tokyo,Japan,Tummy Tuck,Tokyo Plastic Surgery Center,"Tokyo, Japan",,,,5500,10000,USD,,,,,,English,
Barcelona,Spain,Tummy Tuck,Barcelona Plastic Surgery Center,"Barcelona, Spain",,,,5000,8500,USD,,,,,,English,
London,UK,Tummy Tuck,London Plastic Surgery Center,"London, UK",,,,6500,12000,USD,,,,,,English,
Paris,France,Tummy Tuck,Paris Plastic Surgery Center,"Paris, France",,,,6000,11500,USD,,,,,,English,
Los Angeles,USA,Tummy Tuck,Los Angeles Plastic Surgery Center,"Los Angeles, USA",,,,8000,15000,USD,,,,,,English,
New York City,USA,Tummy Tuck,New York City Plastic Surgery Center,"New York City, USA",,,,8500,16000,USD,,,,,,English,
Bangkok,Thailand,Brazilian Butt Lift (BBL),Bangkok Plastic Surgery Center,"Bangkok, Thailand",,,,3500,7000,USD,,,,,,English,
Seoul,South Korea,Brazilian Butt Lift (BBL),Seoul Plastic Surgery Center,"Seoul, South Korea",,,,4500,8500,USD,,,,,,English,
Istanbul,Turkey,Brazilian Butt Lift (BBL),Istanbul Plastic Surgery Center,"Istanbul, Turkey",,,,2000,4000,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Brazilian Butt Lift (BBL),Ho Chi Minh City Plastic Surgery Center,"Ho Chi Minh City, Vietnam",,,,3200,6000,USD,,,,,,English,
Kuala Lumpur,Malaysia,Brazilian Butt Lift (BBL),Kuala Lumpur Plastic Surgery Center,"Kuala Lumpur, Malaysia",,,,3500,6500,USD,,,,,,English,
Delhi,India,Brazilian Butt Lift (BBL),Delhi Plastic Surgery Center,"Delhi, India",,,,2800,5000,USD,,,,,,English,
Mumbai,India,Brazilian Butt Lift (BBL),Mumbai Plastic Surgery Center,"Mumbai, India",,,,3000,5200,USD,,,,,,English,
Mexico City,Mexico,Brazilian Butt Lift (BBL),Mexico City Plastic Surgery Center,"Mexico City, Mexico",,,,3000,5000,USD,,,,,,English,
Medellín,Colombia,Brazilian Butt Lift (BBL),Medellín Plastic Surgery Center,"Medellín, Colombia",,,,3500,6000,USD,,,,,,English,
Bogotá,Colombia,Brazilian Butt Lift (BBL),Bogotá Plastic Surgery Center,"Bogotá, Colombia",,,,3700,6200,USD,,,,,,English,
Prague,Czech Rep.,Brazilian Butt Lift (BBL),Prague Plastic Surgery Center,"Prague, Czech Rep.",,,,4000,7000,USD,,,,,,English,
Budapest,Hungary,Brazilian Butt Lift (BBL),Budapest Plastic Surgery Center,"Budapest, Hungary",,,,3800,6500,USD,,,,,,English,
Warsaw,Poland,Brazilian Butt Lift (BBL),Warsaw Plastic Surgery Center,"Warsaw, Poland",,,,3900,6800,USD,,,,,,English,
Dubai,UAE,Brazilian Butt Lift (BBL),Dubai Plastic Surgery Center,"Dubai, UAE",,,,5500,10000,USD,,,,,,English,
Tokyo,Japan,Brazilian Butt Lift (BBL),Tokyo Plastic Surgery Center,"Tokyo, Japan",,,,5000,9500,USD,,,,,,English,
Barcelona,Spain,Brazilian Butt Lift (BBL),Barcelona Plastic Surgery Center,"Barcelona, Spain",,,,4500,8000,USD,,,,,,English,
London,UK,Brazilian Butt Lift (BBL),London Plastic Surgery Center,"London, UK",,,,6000,11000,USD,,,,,,English,
Paris,France,Brazilian Butt Lift (BBL),Paris Plastic Surgery Center,"Paris, France",,,,5500,10500,USD,,,,,,English,
Los Angeles,USA,Brazilian Butt Lift (BBL),Los Angeles Plastic Surgery Center,"Los Angeles, USA",,,,7500,14000,USD,,,,,,English,
New York City,USA,Brazilian Butt Lift (BBL),New York City Plastic Surgery Center,"New York City, USA",,,,8000,15000,USD,,,,,,English,
